id,date,place,tweet,language,hashtags,user_id,username,name,nlikes,nreplies,nretweets,geo
924210370943815680,2017-10-28 10:44:58,,@MominaMustehsan @fifiharoon @BBC100women I like u momina..,en,[],920308984908865536,SSohailQureshi1,S Sohail Qureshi,0,0,0,
924209948040597504,2017-10-28 10:43:17,,@MominaMustehsan @fifiharoon @BBC100women Lovely beautiful nice cute,en,[],903688618279043072,MBilal31929944,M Bilal,0,0,0,
924209047775141894,2017-10-28 10:39:42,,@MominaMustehsan @fifiharoon @BBC100women Beautiful,en,[],914007730574254081,NasikAhmad1,Nasik Ahmad,0,0,0,
924208764949028864,2017-10-28 10:38:35,,@sohailfd @MominaMustehsan @fifiharoon @BBC100women Well done Momina ......,en,[],915632595874074624,Msaifullah24401,@Msaifullah24400,0,0,0,
924208075174707200,2017-10-28 10:35:50,,@MominaMustehsan @fifiharoon @BBC100women Nice,en,[],923840589027737600,ArslanA74349686,Arslan Ali,1,0,0,
924207833670930437,2017-10-28 10:34:53,,@BBC100women @MominaMustehsan Lovely Momina,en,[],3308254523,Raajpoot_1998,DêvïlHüñk 😈,0,0,0,
924207451460825088,2017-10-28 10:33:22,,@MominaMustehsan @fifiharoon @BBC100women Well Momina you are too good &amp; I love you soo much,en,[],3308254523,Raajpoot_1998,DêvïlHüñk 😈,2,0,0,
924207172342382592,2017-10-28 10:32:15,,"@MominaMustehsan @fifiharoon @BBC100women Good job #momina ...hard working is the key of success,so keep it up.",en,['momina'],917991489518624768,AteeqQureshii,Ateeq Ur Rehman,1,0,0,
924206919098814464,2017-10-28 10:31:15,,"@JauharJaveria @MominaMustehsan @fifiharoon @BBC100women @BBCWorld yeah she,s Amazing..",en,[],862366704709509120,maliksameer0752,muhammad sumair,0,0,0,
924206769525678085,2017-10-28 10:30:39,,@MominaMustehsan @fifiharoon @BBC100women Masha Allah 😇,in,[],2879282877,umubarak26,umar ali,1,0,0,
924203071982497792,2017-10-28 10:15:57,,@MominaMustehsan @fifiharoon @BBC100women Well done Momina 💌,en,[],3241377457,sohailfd,Merchantsohail,1,1,0,
924202563293020160,2017-10-28 10:13:56,,@MominaMustehsan @fifiharoon @BBC100women 😍,und,[],919442885879230469,ZaynMirwani,Zayn Mirwani,1,0,0,
924201406709620736,2017-10-28 10:09:20,,@MominaMustehsan @fifiharoon @BBC100women Ok,und,[],88402984,Behooda_Tweets,Faiz(ee/an).,0,0,0,
924198320138047488,2017-10-28 09:57:04,,@MominaMustehsan @fifiharoon @BBC100women Best of luck,en,[],897329993012973568,MeharUsman12342,Usman Mehar,2,0,0,
924197970014277634,2017-10-28 09:55:41,,@MominaMustehsan @fifiharoon @BBC100women #Gr8 Efforts,en,['gr8'],922681620548718592,DrFahimNawazKh1,Dr Fahim Nawaz Khan,1,0,0,
924197390697091072,2017-10-28 09:53:23,,@MominaMustehsan @fifiharoon @BBC100women Salam,in,[],912175577133715458,Qubad19,Qubadyani,1,0,0,
924196271832920064,2017-10-28 09:48:56,,@MominaMustehsan @fifiharoon @BBC100women ☺,und,[],917813967740907522,NomanKh12919451,Noman Khan,2,0,0,
924195210229370880,2017-10-28 09:44:43,,@MominaMustehsan @fifiharoon @BBC100women Love it life com to u,en,[],881413158505779200,ShubahatA,Shubahat ali,1,0,0,
924194199255371777,2017-10-28 09:40:42,,@MominaMustehsan @fifiharoon @BBC100women Proud of u...,en,[],906425455171051520,MaazKha76921885,Maaz Khan,1,0,0,
924193927724486656,2017-10-28 09:39:37,,You are proud of this nation in naming among #BBC100women. You are one of the active singers who Quickly moves to enjoy &amp; support every game  https://t.co/UagyVvpN9N,en,['bbc100women'],715919975131844609,kaleem_here,- Kalim Malik ♡,1,0,0,
924193828218785792,2017-10-28 09:39:13,,@MominaMustehsan @fifiharoon @BBC100women I love you momo,en,[],903612712978182145,Arbaz7800,Arbaz Ahmad,1,0,0,
924193737865121793,2017-10-28 09:38:52,,@MominaMustehsan @fifiharoon @BBC100women Ap py depend krta h,in,[],914107835931402242,Muhamma30616362,Muhammad Rashid Ali,1,0,0,
924193076637196288,2017-10-28 09:36:14,,@MominaMustehsan @fifiharoon @BBC100women Hey momina after singing 2 or 3 songs u thinking u r a superstar. ...lol..who knows u outside pakistan tell me...,en,[],2757273435,DipeshPichhode,DIPesh🚩,10,15,0,
924193045855264768,2017-10-28 09:36:07,,@MominaMustehsan @fifiharoon @BBC100women @BBCWorld  Great job,en,[],911905509720064000,Mubashir4567890,Mubashir Hussain,1,0,0,
924191522265976832,2017-10-28 09:30:04,,"BBC #100women focus and talking about sexism, harassment, glass ceiling and illiteracy .. 📻  https://t.co/gKePI3noKn",en,['100women'],412599729,NickiHBC,Nicki Bannerman,1,0,0,
924191005821239297,2017-10-28 09:28:01,,@MominaMustehsan @fifiharoon @BBC100women AllwW,it,[],922194235373293568,mohamma49904996,mohammad arshad,1,0,0,
924190655278088192,2017-10-28 09:26:37,,@MominaMustehsan @fifiharoon @BBC100women Best of luck,en,[],2477273899,sajidkhan0604,sajid khan,1,0,0,
924189875729027072,2017-10-28 09:23:31,,@MominaMustehsan @fifiharoon @BBC100women OK  https://t.co/qFoDvP923t,und,[],915882797411250176,HukamKhanSKhel,Hukam Khan Sulemankhel,11,0,0,
924189449780645889,2017-10-28 09:21:50,,@MominaMustehsan @fifiharoon @BBC100women Nice,en,[],912177600163930112,RanaAbd22536220,Rana Abdul Aziz,1,0,0,
924189356633612288,2017-10-28 09:21:27,,@MominaMustehsan @fifiharoon @BBC100women Nice,en,[],914182605108543488,Jinnybaba1,Jinnybaba,1,0,0,
924187946177085442,2017-10-28 09:15:51,,@MominaMustehsan @fifiharoon @BBC100women Yaa definitely we will see...,en,[],922089963860189184,Shahzai83534908,Shahzaib Javed,1,0,0,
924187913272754176,2017-10-28 09:15:43,,@MominaMustehsan @fifiharoon @BBC100women Nice,en,[],916551215953084418,Burburi2,Burburi,1,0,0,
924187008670543873,2017-10-28 09:12:08,,@MominaMustehsan @fifiharoon @BBC100women Very nice picx &amp; ...........,und,[],901381215743356928,Faheem__zaman78,Faheem,2,0,0,
924186990354067457,2017-10-28 09:12:03,,"@BBC100women I get that prejudice against men in cheerleading is important, but is it really the focus of #100women?  https://t.co/S1zashfrYT",en,['100women'],459534388,PicAkai,Pic Akai,0,0,0,
924186339645513728,2017-10-28 09:09:28,,@MominaMustehsan @fifiharoon @BBC100women Slayinnn❤.@MominaMustehsan,en,[],904434226254184449,UlHuda12,Fajr-ul-Huda🌸,5,0,0,
924185196093693952,2017-10-28 09:04:55,,@MominaMustehsan @fifiharoon @BBC100women Of course...,en,[],876060178583564288,BashirMazri,KHALID BASHIR MazRi,3,0,0,
924183061574627328,2017-10-28 08:56:27,,@MominaMustehsan @fifiharoon @BBC100women Itna wela smjha hova hy ?,fi,[],3307895522,umer_xhah,umer shah,3,0,0,
924182946864656384,2017-10-28 08:55:59,,@MominaMustehsan @fifiharoon @BBC100women Love u Momo,en,[],4848659471,faroutsana,Sana Sheikh,3,0,0,
924182706140909568,2017-10-28 08:55:02,,@MominaMustehsan @fifiharoon @BBC100women Boasting your views Nd pulling legs of poor talented girls.. everyone knows you,en,[],923232853038641153,MoomalRano246,Moomal,6,1,0,
924182528466055168,2017-10-28 08:54:19,,@fifiharoon @IsbUnited @MominaMustehsan @BBC100women Cricket❤  most popluar   PAKİSTAN  cricket team   women rock 🖒🖒,en,[],700591370797453312,ammad_khn,AMMAD KHAN,1,0,0,
924182265034428416,2017-10-28 08:53:17,,@MominaMustehsan @fifiharoon @BBC100women Is that essential??,en,[],4501473269,amnakhani123,Amna Khan🌐,8,1,0,
924182065108738048,2017-10-28 08:52:29,,@fifiharoon @MominaMustehsan @IsbUnited @BBC100women Momina app women cricket team join kr lo,en,[],905440346674487297,momina_fans,Momina Musthsen,2,0,0,
924182019877294080,2017-10-28 08:52:18,,Read my interview with @fifiharoon for @BBC100women #BBC100Women #100Women2017   https://t.co/0ojVZyU56S,en,"['bbc100women', '100women2017']",135839250,MominaMustehsan,Momina Mustehsan,2735,243,146,
924168954154713089,2017-10-28 08:00:23,,@WeshootApp @BBC100women Fantastic supporters of ladies shooting @WeshootApp 😊👍,en,[],51239476,Heathoda,Heather,0,0,0,
924152252654346241,2017-10-28 06:54:01,,Great initiative #100Women by #BBC. Who else should be not on the list for #womeninsport #teamplay?   https://t.co/Bc0bYQWL3r  https://t.co/L49N3FHlnU,en,"['100women', 'bbc', 'womeninsport', 'teamplay']",343734765,auswomensport,WomenSportAustralia,4,0,0,
924146123534667776,2017-10-28 06:29:40,,#100Women में शामिल 10 भारतीय कौन हैं?  https://t.co/dT2glbkJrv,hi,['100women'],2300889338,amitTomer13,amit Tomer,0,0,0,
924074411166175232,2017-10-28 01:44:42,,Great @InStyle. Check @ADELLEO #BBC100Women #NoMoreRapeCulture  https://t.co/kcBTeWeS7S,en,"['bbc100women', 'nomorerapeculture']",295268685,TiloPonder,Tilo Ponder,0,0,0,
924059329044582400,2017-10-28 00:44:46,,100 Women: 'Cheerleading is not just for women' @WomenEd #100women   https://t.co/clgheYrE4O,en,['100women'],972733975,CristaHazell,Crista,1,0,0,
924030516491423744,2017-10-27 22:50:17,,@mataratos2 @BBC100women @ferro_rodrigues Grow up,en,[],140872617,HeatherDeLand,Heather DeLand,1,0,0,
923996314811158528,2017-10-27 20:34:23,,"@fifiharoon @IsbUnited @MominaMustehsan @BBC100women Hehe 😂 true, he is good at playing second fiddle though",en,[],2535234674,HAJunaidi,Haroon Junaidi,1,0,0,
923996036468756480,2017-10-27 20:33:16,,@HAJunaidi @IsbUnited @MominaMustehsan @BBC100women haha but i'm not sure he would be very brotherly 🤣,en,[],58573593,fifiharoon,Fifi Haroon,3,1,0,
923994941218488320,2017-10-27 20:28:55,,"@fifiharoon @IsbUnited @MominaMustehsan @BBC100women Well, she can always borrow one from Ali Zafar 😃",en,[],2535234674,HAJunaidi,Haroon Junaidi,1,1,0,
923994243416420353,2017-10-27 20:26:09,,@HAJunaidi @IsbUnited @MominaMustehsan @BBC100women She has brothers - not sure if they sing!,en,[],58573593,fifiharoon,Fifi Haroon,2,1,0,
923994004705988608,2017-10-27 20:25:12,,Football offers girls a shield amidst Brazil's surrounding violence #BBC100Women  https://t.co/uEpYp7VinG  https://t.co/tTKPCeakXk,en,['bbc100women'],64823914,RoomtoRead,Room to Read,2,1,1,
923985945883545605,2017-10-27 19:53:10,,@fifiharoon @IsbUnited @MominaMustehsan @BBC100women Does she have a brother who also sings? Else She has all the elements to be crowned the New Nazia Hassan..almost all. Nazia still rules,en,[],2535234674,HAJunaidi,Haroon Junaidi,1,2,0,
923982206523060224,2017-10-27 19:38:19,,@BBC100women @ferro_rodrigues Futebol nao e pra mulheres,pt,[],923335602392715265,mataratos2,mataratos,0,2,0,
923978416063426560,2017-10-27 19:23:15,,"When the boys wouldn't let them play football, these girls took matters into their own hands #100Women #GirlPower  https://t.co/C6R3nPGrva",en,"['100women', 'girlpower']",801001852171157504,BBC100women,BBC 100 Women,103,2,51,
923972685411115009,2017-10-27 19:00:29,,We're currently able to purchase these items thanks to our #100Women campaign. Donations are always appreciated.  https://t.co/NJWubnRoYG,en,['100women'],861588744222199808,nbfoodbank,North Bay Food Bank,0,0,0,
923950578891415552,2017-10-27 17:32:38,,'We invaded the #football pitch to win the right to play' - click here to see how they did it @BBC100Women #Brazil  https://t.co/XzHDKuRzkW  https://t.co/1dI4TYlXhk,en,"['football', 'brazil']",1157734974,BBCNewsPR,BBC News Press Team,0,0,0,
923943992248676352,2017-10-27 17:06:28,,نقاش تحدي #١٠٠امرأة بعد لحظات على شاشة وراديو @BBCArabic من #تونس . تقدمه #رشا_قنديل ضمن موسم @BBCWorld #100women,ar,"['١٠٠امرأة', 'تونس', 'رشا_قنديل', '100women']",426573854,RashaQandeelBBC,رشا قنديل,5,0,2,
923939830261862401,2017-10-27 16:49:56,,How can you tackle sexism in sport? @Chloetilley talks to @lourdes_heredia from @BBC100women now on OS:  https://t.co/cLiuV3Cygo,en,[],2190056023,BBCOS,BBC Outside Source,1,0,1,
923933915152297984,2017-10-27 16:26:25,,Great story on @BBCNews #100Women series about Brazil's football-loving girls defy stereotypes  https://t.co/KqeUdroj84 #shewhodares,en,"['100women', 'shewhodares']",63558231,redikki,Ossieike,0,0,0,
923932725861642241,2017-10-27 16:21:42,,On OS now @lourdes_heredia is talking to @Chloetilley about sexism in sport for @BBC100women:  https://t.co/suU4a5KBV6,en,[],2190056023,BBCOS,BBC Outside Source,0,0,1,
923931364713484289,2017-10-27 16:16:17,,#BBC100Women Season is here.. Interesting stories from all around the world.. Visit @BBC100women on twitter and IG....,en,['bbc100women'],63783047,michaelbaruti,Michael Baruti,1,0,0,
923930366942912512,2017-10-27 16:12:19,,"""In soccer, my problems disappear...”  #100Women #MoreThanAGame   https://t.co/QBm5wMQRD0",en,"['100women', 'morethanagame']",786262771134402562,iStreetChildUSA,StreetChildUnitedUS⚽,5,0,0,
923926037657878528,2017-10-27 15:55:07,,We are big supporters of encouraging women into sport esp shooting sports. Delighted to see @BBC100women stories   https://t.co/zKTIYGdema  https://t.co/FN28quXVgm,en,[],2789977022,LaporteCPC,LaporteCPC,5,1,1,
923924030276669440,2017-10-27 15:47:09,,We are big supporters of encouraging women into sport esp shooting sports. Delighted to see @BBC100women stories   https://t.co/6nuTZkXAFX  https://t.co/OmgZEFVi56,en,[],884702582102528001,laporteshooting,Laporte Worldwide,1,0,0,
923912228230836225,2017-10-27 15:00:15,,"""We need to build each other up not tear each other down."" #100Women  https://t.co/K9dWIai4du",en,['100women'],786764,bbcworldservice,BBC World Service,8,0,0,
923907272744558592,2017-10-27 14:40:33,,#100Women: ਨਸਬੰਦੀ ਲਈ ਇੱਕ ਪੇਂਡੂ ਔਰਤ ਦੀ ਮੁਹਿੰਮ  https://t.co/pw86q7zICT,pa,['100women'],826091183491387394,bbcnewspunjabi,BBC News Punjabi,0,0,0,
923904808574242816,2017-10-27 14:30:46,,Football offers girls a shield amidst Brazil's surrounding violence #BBC100Women  https://t.co/3sQsMy6hqX  https://t.co/ZrpcYNz5sL,en,['bbc100women'],2597823313,RoomtoRead_EUAF,Room to Read EU & AF,1,0,2,
923903661989941248,2017-10-27 14:26:12,,I think the #Touchrugby community would take issue with the 3rd paragraph... #100Women  https://t.co/xokHnuNWP0,en,"['touchrugby', '100women']",242849574,NorthWalesTouch,North Wales Touch,1,0,1,
923888986736812032,2017-10-27 13:27:54,,Chattting to @IsbUnited empowerment Amb. @MominaMustehsan on why #Pakistani girls need more sports ops🏏 @BBC100women  https://t.co/2TbcETEcbG,en,['pakistani'],58573593,fifiharoon,Fifi Haroon,576,23,24,
923883437802643456,2017-10-27 13:05:51,,"@BBC100women If I see the video right, besides #korfball being a great sport for women with #genderequity also women must start to watch more sports",en,"['korfball', 'genderequity']",3612530607,KorfballWorld,KorfballWorld,1,1,0,
923879731229085696,2017-10-27 12:51:07,,This is how women's sportswear has changed over the years (and it doesn't always get more practical) #100women  https://t.co/aGa5ZrRlgc  https://t.co/PsaaTjPOnJ,en,['100women'],801001852171157504,BBC100women,BBC 100 Women,9,0,4,
923879388759937024,2017-10-27 12:49:45,,Great #100Women piece by @DinaDemrdash 'We invaded the football pitch to win the right to play' -  https://t.co/pwnhYifHEJ,en,['100women'],143077880,vlad_hernandez_,Vladimir Hernandez,4,0,3,
923875338488373249,2017-10-27 12:33:40,,Internet Saathi addresses gender gap in internet use in rural India.@BBC100women annually names 100 influential/inspirational women in world  https://t.co/8EZbzzRRVE,en,[],105158777,CA_global,Christian Aid Global,1,0,1,
923875333648023553,2017-10-27 12:33:38,,@benjamking @BBC100women Korfball is unique and the mixed sex principle will not work in almost every other sport.,en,[],845684053852459008,XXnowalways,Lizbeth Sophia,0,0,0,
923875013006118912,2017-10-27 12:32:22,,@benjamking @BBC100women Mixed sex. And it is a game that acknowledges male-female physical differences and superior male strength and bulk.,en,[],845684053852459008,XXnowalways,Lizbeth Sophia,0,1,0,
923875011210997760,2017-10-27 12:32:22,,اليوم الجمعة ٤مساء غرينتش نقاش استثنائي #١٠٠امرأة  شرفت بإدارته في #تونس وأخرجه @FathiShamsdeen في موسم @BBCWorld #تحدي١٠٠امرأة #100women  https://t.co/7fKCuSQ6Xj,ar,"['١٠٠امرأة', 'تونس', 'تحدي١٠٠امرأة', '100women']",426573854,RashaQandeelBBC,رشا قنديل,22,5,4,
923874700069167104,2017-10-27 12:31:07,,@BBC100women Note: it acknowledges the dangers of male and female physical differences. Not to be used as an excuse to demolish women's sports.,en,[],845684053852459008,XXnowalways,Lizbeth Sophia,0,0,0,
923873877406703616,2017-10-27 12:27:51,,"Garima, digitally empowered by @CA_Global partner @phiaindia’s Internet Saathi prog w/@tatatrusts + @GoogleIndia, is one of @BBC100women",en,[],105158777,CA_global,Christian Aid Global,1,0,0,
923873701115854848,2017-10-27 12:27:09,,Taiwanese social entrepreneur Lin Nien-Tzu has made the the BBC's #100women list:  https://t.co/IUAvwpq9ZH,en,['100women'],738318930582884352,TaitraLondon,"Taiwan Trade Centre, London",0,0,1,
923868445208391680,2017-10-27 12:06:16,,Inspirational female leaders! ♀️🙌🏾👩🏻‍🎓#100women  https://t.co/AgrnhhGVRT,en,['100women'],920969900453179392,DI_ambassadors,D&I Ambassadors,1,0,0,
923866985720623104,2017-10-27 12:00:28,,We love BBC's #100Women campaign - girls in Brazil storming the football pitch until they're allowed to play  https://t.co/oP25hPAbio,en,['100women'],555005827,standsays,Stand Agency,1,1,1,
923860680649912320,2017-10-27 11:35:25,,😃 Love this description of @MealdredO from our  #BBC documentary #WomenInFilm #Nigeria #ShootingItLikeAWoman #100Women 💪💪💪  https://t.co/XlJeTjRvdl,en,"['bbc', 'womeninfilm', 'nigeria', 'shootingitlikeawoman', '100women']",385304069,topeoshin,Tope Oshin,10,0,6,
923853330631286784,2017-10-27 11:06:13,"{'type': 'Point', 'coordinates': [6.45306, 3.39583]}",#Filming #MTVShuga on the streets of #Lagos. #BTS #DirectorDiaries #WomenInFilm #WIFT #100Women…  https://t.co/vGNDCJzhkh,en,"['filming', 'mtvshuga', 'lagos', 'bts', 'directordiaries', 'womeninfilm', 'wift', '100women']",385304069,topeoshin,Tope Oshin,9,0,1,
923844784573370368,2017-10-27 10:32:15,,@BBC100women great work!,en,[],3020168032,makingwaves1m,makingwavesglobal,0,0,0,
923843776954630149,2017-10-27 10:28:15,,1 of the first @britsurfmuseum female #surf champions #100women  https://t.co/l9ovmTrD0U,en,"['surf', '100women']",3020168032,makingwaves1m,makingwavesglobal,0,0,0,
923842580240109568,2017-10-27 10:23:29,,Hey there @BBC100women please share our #crowdfunder  inspiring stories about #Women who #surf  https://t.co/UTQn5AGfvx,en,"['crowdfunder', 'women', 'surf']",3020168032,makingwaves1m,makingwavesglobal,0,0,0,
923841864939294721,2017-10-27 10:20:39,,@Johannarbaldwin @BBC100women ooh thanks @Johannarbaldwin will check it out xxx,en,[],3020168032,makingwaves1m,makingwavesglobal,0,0,0,
923839283231952896,2017-10-27 10:10:23,,@BBC100women looking for a contact email/number for someone in relation to this. Thank you!,en,[],96185774,mizzpennydreadf,A tribe called West Cork 💀🐈‍⬛🖤,0,0,0,
923817761087868929,2017-10-27 08:44:52,,Jayanthi Kuru-Utumpala who reached #Everest summit becomes 1st #lka woman to feature in BBC's #100women  https://t.co/yAHJT39DUX @NalakaG,en,"['everest', 'lka', '100women']",816016938,sarojpathi,Saroj Pathirana #lka,41,0,32,
923815446373056512,2017-10-27 08:35:40,,【BBC #巾帼百名 @bbc100women #100Women 】工资不平等、观众少……女运动员跟男运动员都在平等竞争吗？还是有啥问题我们没察觉？  https://t.co/kVD0zs5xIQ,zh,"['巾帼百名', '100women']",1856042804,ziyoumoran,ziyou,0,0,0,
923813681053487105,2017-10-27 08:28:39,,"@inascienceworld @Stemettes @Monster @mentoringrocks @MENTORnational @ScientistFemale @womenofsci @iamscicomm @SciBlogHub @TheChattySci @BBC100women @chwaraeteg @ResearchWales #GoWales @chwaraeteg. Depending on circumstances mentoring can be via phone, skype or in person. So worth looking into all options.",en,['gowales'],1712505764,EmmaYhnell,Dr Emma Yhnell 🧬🔬🧪🧠,3,0,0,
923811695658782720,2017-10-27 08:20:46,,#WomenSportTrust: Take a look at how women's sportswear has developed over the decades. #100women  …  https://t.co/3PrbZ7i7Y0  https://t.co/YMk1MQtd5G,en,"['womensporttrust', '100women']",834341400707751936,supperrbwomen,Supperrb*,0,0,0,
923810825759887363,2017-10-27 08:17:19,,Hey #superhero @oneplanetwoman what a year it's been since the #100women awards! @westpac…  https://t.co/WlqAGMZdzg,en,"['superhero', '100women']",1919612864,TGAsuperheroes,Techgirlssuperheroes,0,0,0,
923810731925045248,2017-10-27 08:16:56,,@makingwaves1m have you come across @BBC100women &amp; #100women? Challenging sexism in sport amongst other things... might be a good link!,en,['100women'],853710205653319681,Johannarbaldwin,Johanna Baldwin,0,1,0,
923810549112213504,2017-10-27 08:16:13,,Take a look at how women's sportswear has developed over the decades. #100women   https://t.co/BNpC074lBa  https://t.co/XEfPc6SDZ4,en,['100women'],869641152,WomenSportTrust,Women's Sport Trust,31,1,17,
923810397337112576,2017-10-27 08:15:36,,اليوم الجمعة ٤مساء غرينتش نقاش استثنائي #١٠٠امرأة  شرفت بإدارته في #تونس وأخرجه @FathiShamsdeen في موسم @BBCWorld #100women @Nuqtat_Hewar  https://t.co/gJjQhavk7D,ar,"['١٠٠امرأة', 'تونس', '100women']",426573854,RashaQandeelBBC,رشا قنديل,9,4,4,
923800607894339584,2017-10-27 07:36:42,,@MalaikaDRC  @Noellacc  just watched you on #100women @BBC thank your for giving back to our community. #proudcongolese #girlsrock,en,"['100women', 'proudcongolese', 'girlsrock']",57592892,chantyal,Chantal KL,0,0,1,
923796287329374208,2017-10-27 07:19:32,,@EmmaYhnell @Stemettes @Monster @mentoringrocks @MENTORnational @ScientistFemale @womenofsci @iamscicomm @SciBlogHub @TheChattySci @BBC100women @chwaraeteg @ResearchWales So good you have these to be part of! My uni definitely needs better mentoring services. Sounds like Wales is putting a lot of effort in!,en,[],802584125844717569,LisaEllenJones_,Lisa Jones,3,1,0,
923789562371039232,2017-10-27 06:52:49,,Another Fantastically Great Woman #100women ❤️  https://t.co/DcWXde9eZv,en,['100women'],804762608,FrillyFishBooks,Frilly Fish Books,0,0,1,
923785983023374336,2017-10-27 06:38:36,,100 Women: Rugby for lesbians in South Africa @gingerliu #100women   https://t.co/0zYgUq9a0Y,en,['100women'],2249444947,earme76,Samantha Liu,1,0,1,
923783971082833920,2017-10-27 06:30:36,,#100women  https://t.co/Yj2QOBYYNP,und,['100women'],108352527,bbclysedoucet,lyse doucet,15,0,4,
923778424442847232,2017-10-27 06:08:34,,ਭਾਰਤੀ ਸਿਆਸਤ 'ਚ ਔਰਤਾਂ ਦੀ ਹਿੱਸੇਦਾਰੀ ਕਿੰਨੀ ਸਫ਼ਲ ?   https://t.co/7nne85niML    #BBCNewsPunjabi #100Women,pa,"['bbcnewspunjabi', '100women']",826091183491387394,bbcnewspunjabi,BBC News Punjabi,0,0,0,
923717738039795712,2017-10-27 02:07:25,,@BBC100women #suggestions #sport Dartford #pioneer Martina #Osterberg b1849  🚺 #PE &amp; community health. 🌍impact. #Netball invented  #100women,en,"['suggestions', 'sport', 'pioneer', 'osterberg', 'pe', 'netball', '100women']",801610574,FizzyGiraffe,FizzyGiraffe,0,0,0,
923716082807930880,2017-10-27 02:00:50,,@BBCAfrica Changing the natural and organic cosmetics industry. One family at a time. @BBCAfrica #100Women  https://t.co/f7u2YVuvt3,en,['100women'],3345631559,livara_beauty,Livara,1,1,0,
923701650291703809,2017-10-27 01:03:29,,@BBC100women Can't believe u'd publish w/out mentionin #gymslip by Mary Stewart Tait &gt;&gt;Dartford Archives Her revolution #Lenglen merely copied 20+yrs l8r,en,"['gymslip', 'lenglen']",801610574,FizzyGiraffe,FizzyGiraffe,0,0,0,
923685006010142721,2017-10-26 23:57:21,,En Français @NabilaRamdani. @Noellacc #DRCongo #RDC #100femmes #100women   https://t.co/4m2N5e43Wf,fr,"['drcongo', 'rdc', '100femmes', '100women']",279484179,AlexSeale,Alexander Seale,2,0,2,
923651648643362816,2017-10-26 21:44:48,,Broadcasting live on BBC News @BBCOS from Rio De Janeiro. @lourdes_heredia on the #100women challenge  https://t.co/DtJBQWGExs,en,['100women'],103925192,orla_barry,Orla Barry,12,1,2,
923634111092330496,2017-10-26 20:35:07,,Immensely proud of my friend @Noellacc for her admirable work to educate children in her native DR #Congo. #Philanthropy #100Women  📚📖❤️  https://t.co/cJWXbU6mkj,en,"['congo', 'philanthropy', '100women']",229871590,NabilaRamdani,Nabila Ramdani ⭐️⭐️,12,2,8,
923628636057595907,2017-10-26 20:13:21,,"@SevernSport @BBC100women @BBCGlos @DailyGLOUCESTER @swsportsnews @itvwestcountry @sportgloslive @Sport_England Tuesdays, 7.45-10pm @cryptschool Will be made very welcome by the pride of Lions!",en,[],46907475,gloskorf,Gloucester Lions Korfball Club,1,0,0,
923625624891113472,2017-10-26 20:01:23,,@BBC100women readers’ best ideas on improving #PublicSafety for women and fighting harassment.  https://t.co/FBlVU3afCK  https://t.co/I1CpRRN8Tv,en,['publicsafety'],810154886,HeidiVierkant,Heidi,0,0,0,
923624017331765249,2017-10-26 19:55:00,,#Polio survivor in #India is dedicated to helping educate children in rural communities @BBC100women  https://t.co/FRPWRgJ0ZN,en,"['polio', 'india']",166921986,Britishpolio,British Polio,0,0,0,
923623588250423297,2017-10-26 19:53:18,,@inascienceworld @Stemettes @Monster @mentoringrocks @MENTORnational @ScientistFemale @womenofsci @iamscicomm @SciBlogHub @TheChattySci @BBC100women @chwaraeteg Some universities or research funders have mentoring schemes too. I'm also part of @ResearchWales pilot scheme as a mentee! It's been gr8!,en,[],1712505764,EmmaYhnell,Dr Emma Yhnell 🧬🔬🧪🧠,4,1,0,
923622953941716998,2017-10-26 19:50:46,,@inascienceworld @Stemettes @Monster @mentoringrocks @MENTORnational @ScientistFemale @womenofsci @iamscicomm @SciBlogHub @TheChattySci @BBC100women @chwaraeteg @chwaraeteg are running it as part of their mission to ensure gender equality in Wales and beyond. I'm sure they can give u more info :),en,[],1712505764,EmmaYhnell,Dr Emma Yhnell 🧬🔬🧪🧠,3,0,0,
923621537655160832,2017-10-26 19:45:09,,@EmmaYhnell @Stemettes @Monster @mentoringrocks @MENTORnational @ScientistFemale @womenofsci @iamscicomm @SciBlogHub @TheChattySci @BBC100women @chwaraeteg That’s awesome! It really is :) How does that work? Is it a one-off event or do you mentor students for a longer period of time?,en,[],802584125844717569,LisaEllenJones_,Lisa Jones,1,2,0,
923619013984444416,2017-10-26 19:35:07,,@gloskorf @BBC100women @BBCGlos @DailyGLOUCESTER @swsportsnews @itvwestcountry @sportgloslive @Sport_England We would love to give it a go sometime!!,en,[],426067203,SevernSport,Severn Sport,1,1,0,
923618424605020160,2017-10-26 19:32:47,,@BBC100women @BBCGlos @SevernSport @DailyGLOUCESTER @swsportsnews @itvwestcountry @sportgloslive @Sport_England,und,[],46907475,gloskorf,Gloucester Lions Korfball Club,1,1,0,
923617614966001665,2017-10-26 19:29:34,,"@BBC100women It absolutely is a way! Clubs all over the UK, always happy for new players...",en,[],46907475,gloskorf,Gloucester Lions Korfball Club,2,0,0,
923615441800585217,2017-10-26 19:20:55,,The latest Women in Sport Daily!  https://t.co/r3aXpAiuRC #fawsl #100women,en,"['fawsl', '100women']",1370715176,WiSMagazine,WiS Magazine,0,0,0,
923610562751107072,2017-10-26 19:01:32,,@BBC100women readers’ best ideas on improving #PublicSafety for women and fighting harassment.  https://t.co/zngBzHcODE  https://t.co/By4pzo06Fr,en,['publicsafety'],18028777,derekdoan,Derek Doan,0,0,0,
